Gene,Expression,Age,Class,MainType,ClusterName,Subclass
Eomes,0.005249343832020997,12.0,Neuroblast,Neuroblasts,Nbl474,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuroblast,Neuroblasts,Nbl475,Hindbrain glutamatergic
Eomes,0.010101010101010102,11.0,Neuroblast,Neuroblasts,Nbl477,Hindbrain
Eomes,0.007575757575757576,11.0,Neuroblast,Neuroblasts,Nbl478,Hindbrain
Eomes,0.17307692307692307,15.5,Neuroblast,Neuroblasts,Nbl480,Hindbrain
Eomes,0.0893719806763285,13.0,Neuroblast,Neuroblasts,Nbl481,Hindbrain
Eomes,0.028985507246376812,15.5,Neuroblast,Neuroblasts,Nbl483,Hindbrain
Eomes,0.014519056261343012,13.5,Neuroblast,Neuroblasts,Nbl485,Hindbrain
Eomes,1.0904255319148937,13.5,Neuroblast,Neuroblasts,Nbl488,Hindbrain glutamatergic
Eomes,0.2796934865900383,13.0,Neuroblast,Neuroblasts,Nbl489,Hindbrain
Eomes,0.5133333333333333,12.5,Neuroblast,Neuroblasts,Nbl490,Hindbrain glutamatergic
Eomes,0.5806451612903226,15.0,Neuroblast,Neuroblasts,Nbl491,Hindbrain glutamatergic
Eomes,0.036281179138321996,13.0,Neuron,Neurons,Neur493,Cortical or hippocampal glutamatergic
Eomes,0.18421052631578946,12.0,Neuron,Neurons,Neur494,Cortical or hippocampal glutamatergic
Eomes,0.17333333333333334,13.5,Neuron,Neurons,Neur495,Cortical or hippocampal glutamatergic
Eomes,0.042643923240938165,11.0,Neuron,Neurons,Neur496,Cortical or hippocampal glutamatergic
Eomes,0.04390243902439024,16.0,Neuron,Neurons,Neur497,Cortical or hippocampal glutamatergic
Eomes,0.010330578512396695,12.0,Neuron,Neurons,Neur498,Cortical or hippocampal glutamatergic
Eomes,0.005703422053231939,16.0,Neuron,Neurons,Neur499,Cortical or hippocampal glutamatergic
Eomes,0.01927710843373494,12.5,Neuron,Neurons,Neur500,Cortical or hippocampal glutamatergic
Eomes,0.08659217877094973,13.0,Neuron,Neurons,Neur501,Cortical or hippocampal glutamatergic
Eomes,0.05277973258268825,12.0,Neuron,Neurons,Neur504,Cortical or hippocampal glutamatergic
Eomes,0.009244992295839754,12.0,Neuron,Neurons,Neur505,Cortical or hippocampal glutamatergic
Eomes,0.015414258188824663,14.5,Neuron,Neurons,Neur506,Cortical or hippocampal glutamatergic
Eomes,0.013071895424836602,12.0,Neuron,Neurons,Neur508,Cortical or hippocampal glutamatergic
Eomes,0.004500450045004501,18.0,Neuron,Neurons,Neur511,Cortical or hippocampal glutamatergic
Eomes,0.00618921308576481,13.0,Neuron,Neurons,Neur514,Cortical or hippocampal glutamatergic
Eomes,0.01419698314108252,13.0,Neuron,Neurons,Neur516,Cortical or hippocampal glutamatergic
Eomes,0.021634615384615384,12.5,Neuron,Neurons,Neur519,Cortical or hippocampal glutamatergic
Eomes,0.0,13.0,Neuron,Neurons,Neur520,Cortical or hippocampal glutamatergic
Eomes,0.08849557522123894,12.5,Neuron,Neurons,Neur521,Cortical or hippocampal glutamatergic
Eomes,0.02047244094488189,12.5,Neuron,Neurons,Neur523,Cortical or hippocampal glutamatergic
Eomes,0.007476635514018692,12.0,Neuron,Neurons,Neur524,Cortical or hippocampal glutamatergic
Eomes,0.009775171065493646,12.5,Neuron,Neurons,Neur525,Cortical or hippocampal glutamatergic
Eomes,0.06666666666666667,12.0,Neuron,Neurons,Neur527,Cortical or hippocampal glutamatergic
Eomes,0.0,15.5,Neuron,Neurons,Neur528,Cortical or hippocampal glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur529,Forebrain GABAergic
Eomes,0.0,15.0,Neuron,Neurons,Neur530,Forebrain GABAergic
Eomes,0.0,12.5,Neuron,Neurons,Neur532,Forebrain GABAergic
Eomes,0.0036496350364963502,16.0,Neuron,Neurons,Neur535,Forebrain GABAergic
Eomes,0.0,14.0,Neuron,Neurons,Neur536,Forebrain GABAergic
Eomes,0.002777777777777778,15.0,Neuron,Neurons,Neur537,Forebrain GABAergic
Eomes,0.0,11.0,Neuron,Neurons,Neur539,Forebrain GABAergic
Eomes,0.007194244604316547,15.0,Neuron,Neurons,Neur540,Forebrain GABAergic
Eomes,0.0026954177897574125,14.0,Neuron,Neurons,Neur541,Forebrain GABAergic
Eomes,0.0027397260273972603,16.25,Neuron,Neurons,Neur542,Forebrain GABAergic
Eomes,0.005763688760806916,17.5,Neuron,Neurons,Neur544,Forebrain GABAergic
Eomes,0.007281553398058253,12.5,Neuron,Neurons,Neur545,Forebrain GABAergic
Eomes,0.0,10.0,Neuron,Neurons,Neur546,Forebrain GABAergic
Eomes,0.006263048016701462,16.5,Neuron,Neurons,Neur547,Forebrain GABAergic
Eomes,0.0,16.0,Neuron,Neurons,Neur548,Forebrain GABAergic
Eomes,0.0,12.0,Neuron,Neurons,Neur550,Forebrain GABAergic
Eomes,0.0228310502283105,12.0,Neuron,Neurons,Neur551,Forebrain GABAergic
Eomes,0.006172839506172839,12.0,Neuron,Neurons,Neur552,Forebrain GABAergic
Eomes,0.007633587786259542,15.0,Neuron,Neurons,Neur553,Forebrain GABAergic
Eomes,0.003424657534246575,12.5,Neuron,Neurons,Neur554,Forebrain GABAergic
Eomes,0.0,12.0,Neuron,Neurons,Neur555,Forebrain GABAergic
Eomes,0.0,12.0,Neuron,Neurons,Neur556,Undefined
Eomes,0.18032786885245902,11.0,Neuron,Neurons,Neur557,Undefined
Eomes,0.02145922746781116,11.0,Neuron,Neurons,Neur558,Forebrain GABAergic
Eomes,0.007874015748031496,12.5,Neuron,Neurons,Neur560,Forebrain GABAergic
Eomes,0.012578616352201259,13.5,Neuron,Neurons,Neur561,Forebrain GABAergic
Eomes,0.0,12.0,Neuron,Neurons,Neur563,Forebrain GABAergic
Eomes,0.00482315112540193,16.0,Neuron,Neurons,Neur565,Forebrain GABAergic
Eomes,0.008875739644970414,14.0,Neuron,Neurons,Neur566,Forebrain GABAergic
Eomes,0.0,16.25,Neuron,Neurons,Neur567,Forebrain GABAergic
Eomes,0.0,11.0,Neuron,Neurons,Neur569,Forebrain GABAergic
Eomes,0.008602150537634409,12.5,Neuron,Neurons,Neur571,Forebrain GABAergic
Eomes,0.0,15.0,Neuron,Neurons,Neur572,Forebrain GABAergic
Eomes,0.0,13.5,Neuron,Neurons,Neur576,Midbrain GABAergic
Eomes,0.0,13.0,Neuron,Neurons,Neur577,Midbrain GABAergic
Eomes,0.0,12.5,Neuron,Neurons,Neur582,Midbrain GABAergic
Eomes,0.0,11.0,Neuron,Neurons,Neur583,Midbrain GABAergic
Eomes,0.0,14.0,Neuron,Neurons,Neur589,Midbrain GABAergic
Eomes,0.0,15.5,Neuron,Neurons,Neur590,Hindbrain glycinergic
Eomes,0.0,15.0,Neuron,Neurons,Neur591,Midbrain-hindbrain GABAergic
Eomes,0.0,15.5,Neuron,Neurons,Neur592,Midbrain GABAergic
Eomes,0.0024691358024691358,18.0,Neuron,Neurons,Neur596,Hindbrain glycinergic
Eomes,0.0,12.0,Neuron,Neurons,Neur597,Hindbrain GABAergic
Eomes,0.0,13.5,Neuron,Neurons,Neur598,Hindbrain GABAergic
Eomes,0.0,13.5,Neuron,Neurons,Neur599,Hindbrain glycinergic
Eomes,0.006263048016701462,12.5,Neuron,Neurons,Neur600,Hindbrain glycinergic
Eomes,0.01466275659824047,12.5,Neuron,Neurons,Neur601,Hindbrain glycinergic
Eomes,0.021505376344086023,14.5,Neuron,Neurons,Neur602,Hindbrain glycinergic
Eomes,0.0,12.5,Neuron,Neurons,Neur603,Hindbrain glycinergic
Eomes,0.0,15.0,Neuron,Neurons,Neur604,Hindbrain glycinergic
Eomes,0.0,15.0,Neuron,Neurons,Neur605,Hindbrain glycinergic
Eomes,0.0,17.0,Neuron,Neurons,Neur606,Spinal cord glycinergic
Eomes,0.0,16.5,Neuron,Neurons,Neur607,Spinal cord glycinergic
Eomes,0.0,17.0,Neuron,Neurons,Neur608,Hindbrain GABAergic
Eomes,0.007326007326007326,12.0,Neuron,Neurons,Neur609,Hindbrain GABAergic
Eomes,0.0,15.0,Neuron,Neurons,Neur610,Hindbrain GABAergic
Eomes,0.0,14.5,Neuron,Neurons,Neur611,Hindbrain GABAergic
Eomes,0.0,10.0,Neuron,Neurons,Neur612,Hindbrain glycinergic
Eomes,0.0,16.5,Neuron,Neurons,Neur615,Hindbrain GABAergic
Eomes,0.0,16.5,Neuron,Neurons,Neur616,Hindbrain GABAergic
Eomes,0.0,10.0,Neuron,Neurons,Neur617,Hindbrain glycinergic
Eomes,0.0,14.0,Neuron,Neurons,Neur618,Hindbrain GABAergic
Eomes,0.0,12.5,Neuron,Neurons,Neur619,Hindbrain GABAergic
Eomes,0.0,15.0,Neuron,Neurons,Neur620,Hindbrain glycinergic
Eomes,0.0,14.5,Neuron,Neurons,Neur621,Hindbrain glycinergic
Eomes,0.0,12.5,Neuron,Neurons,Neur622,Hindbrain glycinergic
Eomes,0.0,15.0,Neuron,Neurons,Neur623,Spinal cord glutamatergic
Eomes,0.03529411764705882,17.0,Neuron,Neurons,Neur627,Hindbrain glutamatergic
Eomes,0.0,14.5,Neuron,Neurons,Neur628,Hindbrain glutamatergic
Eomes,0.0,14.5,Neuron,Neurons,Neur629,Hindbrain glutamatergic
Eomes,0.0,16.5,Neuron,Neurons,Neur630,Hindbrain glutamatergic
Eomes,0.006622516556291391,10.0,Neuron,Neurons,Neur631,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur632,Hindbrain glutamatergic
Eomes,0.0022026431718061676,18.0,Neuron,Neurons,Neur633,Hindbrain glutamatergic
Eomes,0.0,16.5,Neuron,Neurons,Neur634,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur635,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur636,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur637,Hindbrain glutamatergic
Eomes,0.0,10.0,Neuron,Neurons,Neur638,Hindbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur639,Hindbrain glutamatergic
Eomes,0.025830258302583026,10.0,Neuron,Neurons,Neur640,Hindbrain glutamatergic
Eomes,0.04081632653061224,17.5,Neuron,Neurons,Neur641,Hindbrain glutamatergic
Eomes,0.0,15.0,Neuron,Neurons,Neur642,Hindbrain glutamatergic
Eomes,0.0625,14.0,Neuron,Neurons,Neur643,Hindbrain glutamatergic
Eomes,0.0,10.0,Neuron,Neurons,Neur645,Hindbrain glutamatergic
Eomes,0.0,13.5,Neuron,Neurons,Neur646,Hindbrain glutamatergic
Eomes,0.18,14.0,Neuron,Neurons,Neur647,Hypothalamus glutamatergic
Eomes,0.010869565217391304,14.0,Neuron,Neurons,Neur648,Hypothalamus glutamatergic
Eomes,0.02349869451697128,16.5,Neuron,Neurons,Neur649,Hypothalamus glutamatergic
Eomes,0.0,17.5,Neuron,Neurons,Neur650,Hindbrain serotoninergic
Eomes,0.0,17.5,Neuron,Neurons,Neur652,Midbrain dopaminergic
Eomes,0.0,13.0,Neuron,Neurons,Neur653,Midbrain dopaminergic
Eomes,0.0,18.0,Neuron,Neurons,Neur654,Midbrain glutamatergic
Eomes,0.0,14.0,Neuron,Neurons,Neur655,Midbrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur656,Midbrain glutamatergic
Eomes,0.007936507936507936,13.5,Neuron,Neurons,Neur657,Midbrain glutamatergic
Eomes,0.007042253521126761,15.0,Neuron,Neurons,Neur658,Midbrain glutamatergic
Eomes,0.0,10.0,Neuron,Neurons,Neur659,Midbrain glutamatergic
Eomes,0.010344827586206896,15.0,Neuron,Neurons,Neur660,Midbrain glutamatergic
Eomes,0.0,10.0,Neuron,Neurons,Neur661,Midbrain glutamatergic
Eomes,0.2,13.0,Neuron,Neurons,Neur662,Midbrain glutamatergic
Eomes,0.09420289855072464,14.0,Neuron,Neurons,Neur663,Hypothalamus
Eomes,0.01675977653631285,15.5,Neuron,Neurons,Neur664,Hypothalamus
Eomes,0.16129032258064516,14.0,Neuron,Neurons,Neur665,Forebrain glutamatergic
Eomes,0.3865979381443299,16.5,Neuron,Neurons,Neur666,Cajal-Retzius
Eomes,0.21634615384615385,17.0,Neuron,Neurons,Neur667,Forebrain glutamatergic
Eomes,1.5,12.5,Neuron,Neurons,Neur669,Forebrain glutamatergic
Eomes,1.7356746765249538,14.0,Neuron,Neurons,Neur670,Forebrain glutamatergic
Eomes,0.21575342465753425,11.0,Neuron,Neurons,Neur671,Forebrain glutamatergic
Eomes,1.0167014613778707,15.0,Neuron,Neurons,Neur672,Forebrain glutamatergic
Eomes,0.9594594594594594,13.5,Neuron,Neurons,Neur673,Forebrain glutamatergic
Eomes,0.0223463687150838,16.0,Neuron,Neurons,Neur677,Cajal-Retzius
Eomes,0.07692307692307693,13.5,Neuron,Neurons,Neur678,Cajal-Retzius
Eomes,0.01486988847583643,14.0,Neuron,Neurons,Neur680,Forebrain glutamatergic
Eomes,0.15673289183222958,10.0,Neuron,Neurons,Neur681,Forebrain glutamatergic
Eomes,0.512,12.5,Neuron,Neurons,Neur682,Forebrain glutamatergic
Eomes,1.263157894736842,14.0,Neuron,Neurons,Neur683,Forebrain glutamatergic
Eomes,0.15418502202643172,10.0,Neuron,Neurons,Neur684,Forebrain glutamatergic
Eomes,0.3956043956043956,16.25,Neuron,Neurons,Neur685,Forebrain glutamatergic
Eomes,0.05714285714285714,12.5,Neuron,Neurons,Neur687,Cajal-Retzius
Eomes,1.5170731707317073,12.5,Neuron,Neurons,Neur689,Forebrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur691,Hypothalamus
Eomes,0.0,18.0,Neuron,Neurons,Neur692,Hypothalamus
Eomes,0.0,14.0,Neuron,Neurons,Neur693,Hypothalamus
Eomes,0.027576197387518143,10.0,Neuron,Neurons,Neur695,Hypothalamus
Eomes,0.125,15.0,Neuron,Neurons,Neur696,Hypothalamus
Eomes,0.008403361344537815,12.0,Neuron,Neurons,Neur698,Hypothalamus
Eomes,0.0,13.0,Neuron,Neurons,Neur699,Spinal cord glutamatergic
Eomes,0.0,17.5,Neuron,Neurons,Neur700,Spinal cord glutamatergic
Eomes,0.0,16.0,Neuron,Neurons,Neur701,Spinal cord glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur702,Midbrain glutamatergic
Eomes,0.013071895424836602,11.0,Neuron,Neurons,Neur704,Midbrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur708,Midbrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur713,Midbrain glutamatergic
Eomes,0.0,13.0,Neuron,Neurons,Neur714,Midbrain glutamatergic
Eomes,0.010126582278481013,15.5,Neuron,Neurons,Neur715,Forebrain glutamatergic
Eomes,0.0021598272138228943,17.0,Neuron,Neurons,Neur716,Forebrain glutamatergic
Eomes,0.0,15.5,Neuron,Neurons,Neur717,Forebrain glutamatergic
Eomes,0.0,16.5,Neuron,Neurons,Neur718,Forebrain glutamatergic
Eomes,0.0,13.0,Neuron,Neurons,Neur720,Forebrain glutamatergic
Eomes,0.0024875621890547263,12.5,Neuron,Neurons,Neur721,Forebrain glutamatergic
Eomes,0.023054755043227664,12.5,Neuron,Neurons,Neur722,Forebrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur723,Forebrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur724,Forebrain glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur725,Forebrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur726,Mixed region
Eomes,0.0,12.0,Neuron,Neurons,Neur727,Mixed region glutamatergic
Eomes,0.013793103448275862,16.25,Neuron,Neurons,Neur728,Mixed region and neurotransmitter
Eomes,0.0,12.5,Neuron,Neurons,Neur729,Mixed region and neurotransmitter
Eomes,0.0018298261665141812,16.25,Neuron,Neurons,Neur730,Mixed region and neurotransmitter
Eomes,0.013227513227513227,16.25,Neuron,Neurons,Neur732,Mixed region glutamatergic
Eomes,0.0136986301369863,11.0,Neuron,Neurons,Neur734,Mixed region glutamatergic
Eomes,0.0017825311942959,11.0,Neuron,Neurons,Neur736,Mixed region GABAergic
Eomes,0.012310217480508822,12.5,Neuron,Neurons,Neur737,Mixed region GABAergic
Eomes,0.01865284974093264,16.25,Neuron,Neurons,Neur738,Mixed region GABAergic
Eomes,0.011210762331838564,10.0,Neuron,Neurons,Neur739,Mixed region GABAergic
Eomes,0.0,11.0,Neuron,Neurons,Neur741,Forebrain glutamatergic
Eomes,0.0,12.0,Neuron,Neurons,Neur742,Forebrain glutamatergic
Eomes,0.0673076923076923,11.0,Neuron,Neurons,Neur743,Mixed region glutamatergic
Eomes,0.022286821705426358,10.0,Neuron,Neurons,Neur744,Forebrain glutamatergic
Eomes,0.0,11.0,Neuron,Neurons,Neur745,Forebrain glutamatergic
Eomes,0.0,14.0,Neuron,Neurons,Neur746,Forebrain GABAergic
Eomes,0.0,14.0,Neuron,Neurons,Neur747,Forebrain GABAergic
Eomes,0.0,14.5,Neuron,Neurons,Neur748,Forebrain GABAergic
Eomes,0.01592356687898089,11.0,Neuron,Neurons,Neur751,Forebrain glutamatergic
Eomes,0.25,14.0,Neuron,Neurons,Neur752,Mixed region glutamatergic
Eomes,0.29767441860465116,12.0,Neuron,Neurons,Neur753,Forebrain glutamatergic
Eomes,1.3488372093023255,14.0,Neuron,Neurons,Neur754,Forebrain glutamatergic
Eomes,0.0,15.5,Neuron,Neurons,Neur755,Hindbrain glycinergic
Eomes,0.014842300556586271,14.5,Neuron,Neurons,Neur756,Hindbrain glycinergic
Eomes,0.004878048780487805,13.0,Neuron,Neurons,Neur758,Spinal cord glycinergic
Eomes,0.0,14.5,Neuron,Neurons,Neur762,Cerebellum GABAergic
Eomes,0.0,11.0,Neuron,Neurons,Neur767,Posterior hindbrain glutamatergic
Eomes,0.0,14.5,Neuron,Neurons,Neur769,Motor neuron
Eomes,0.006944444444444444,16.5,Neuron,Neurons,Neur771,Dorsal midbrain glutamatergic
Eomes,0.0,15.0,Neuron,Neurons,Neur772,Dorsal midbrain glutamatergic
Eomes,0.0,10.0,Neuron,Neurons,Neur773,Sensory neuron
Eomes,0.0,10.0,Neuron,Neurons,Neur774,Sensory neuron
Eomes,0.0,15.5,Neuron,Neurons,Neur775,Sensory neuron
Eomes,0.09722222222222222,13.5,Neuron,Neurons,Neur776,Cerebellum glutamatergic
Eomes,0.016,14.5,Neuron,Neurons,Neur777,Cerebellum glutamatergic
Eomes,0.2553191489361702,13.5,Neuron,Neurons,Neur778,Cerebellum glutamatergic
Eomes,0.46079613992762364,11.0,Neuron,Neurons,Neur779,Cerebellum glutamatergic
Eomes,2.629179331306991,13.5,Neuron,Neurons,Neur780,Cerebellum glutamatergic
Eomes,0.7863247863247863,14.0,Neuron,Neurons,Neur781,Cerebellum glutamatergic
Eomes,0.01694915254237288,13.5,Neuron,Neurons,Neur783,Epithalamus glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur784,Epithalamus glutamatergic
Eomes,0.0,14.5,Neuron,Neurons,Neur785,Epithalamus glutamatergic
Eomes,0.0,14.5,Neuron,Neurons,Neur786,Epithalamus glutamatergic
Eomes,0.0,15.5,Neuron,Neurons,Neur787,Epithalamus glutamatergic
Eomes,0.0,12.5,Neuron,Neurons,Neur788,Epithalamus glutamatergic
Eomes,0.0,13.0,Neuron,Neurons,Neur789,Epithalamus glutamatergic
Eomes,0.011428571428571429,11.0,Neuron,Neurons,Neur791,Epithalamus glutamatergic
Eomes,0.06143344709897611,11.0,Neuron,Neurons,Neur792,Diencephalon glutamatergic
Eomes,0.14685314685314685,16.5,Neuron,Neurons,Neur793,Diencephalon glutamatergic
Eomes,0.047619047619047616,15.5,Neuron,Neurons,Neur794,Diencephalon glutamatergic
Eomes,0.14035087719298245,11.0,Neuron,Neurons,Neur795,Diencephalon glutamatergic
Eomes,0.0,17.5,Neuron,Neurons,Neur796,Diencephalon glutamatergic
Neurod2,0.0,13.0,Neural crest,Neurons,NeurCrest1,Neural crest
Neurod2,0.02040816326530612,16.5,Glioblast,Glioblasts,GblF1,Forebrain
Neurod2,0.015873015873015872,11.0,Glioblast,Glioblasts,GblF4,Forebrain
Neurod2,0.05994550408719346,11.0,Glioblast,Glioblasts,GblF5,Forebrain
Neurod2,0.06299212598425197,12.0,Glioblast,Glioblasts,GblF7,Forebrain
Neurod2,0.07079646017699115,13.0,Radial glia,Radial glia,RglDF1,Dorsal forebrain
Neurod2,0.10625,12.0,Radial glia,Radial glia,RglDF2,Dorsal forebrain
Neurod2,0.15254237288135594,13.5,Radial glia,Radial glia,RglDF3,Dorsal forebrain
Neurod2,0.0539568345323741,16.5,Radial glia,Radial glia,RglDF4,Dorsal forebrain
Neurod2,0.07224334600760456,11.0,Radial glia,Radial glia,RglDF5,Dorsal forebrain
Neurod2,0.04220779220779221,11.0,Radial glia,Radial glia,RglDF6,Dorsal forebrain
Neurod2,0.0498220640569395,11.0,Radial glia,Radial glia,RglDF8,Dorsal forebrain
Neurod2,0.011011011011011011,16.25,Radial glia,Radial glia,RglDF9,Dorsal forebrain
Neurod2,0.0029296875,14.0,Radial glia,Radial glia,RglDF10,Dorsal forebrain
Neurod2,0.002012072434607646,13.5,Radial glia,Radial glia,RglDF11,Dorsal forebrain
Neurod2,0.006024096385542169,13.0,Radial glia,Radial glia,RglDF12,Dorsal forebrain
Neurod2,0.012658227848101266,16.25,Radial glia,Radial glia,RglDF14,Dorsal forebrain
Neurod2,0.029535864978902954,13.0,Radial glia,Radial glia,RglDF15,Dorsal forebrain
Neurod2,0.01652892561983471,17.0,Radial glia,Radial glia,RglCH1,Cortical hem
Neurod2,0.0,13.0,Radial glia,Radial glia,RglMHB1,Midbrain-hindbrain boundary
Neurod2,0.0,12.5,Radial glia,Radial glia,RglMHB2,Midbrain-hindbrain boundary
Neurod2,0.0,12.0,Radial glia,Radial glia,RglMHB3,Midbrain-hindbrain boundary
Neurod2,0.0,12.0,Radial glia,Radial glia,RglMHB4,Midbrain-hindbrain boundary
Neurod2,0.0,13.0,Radial glia,Radial glia,RglVM1,Ventral hindbrain
Neurod2,0.0007616146230007616,13.0,Radial glia,Radial glia,RglVM2,Ventral midbrain
Neurod2,0.0004889975550122249,13.5,Radial glia,Radial glia,RglDM1,Dorsal midbrain
Neurod2,0.0,12.5,Radial glia,Radial glia,RglHRP,Hindbrain roof plate
Neurod2,0.0,12.5,Radial glia,Radial glia,RglDH1,Dorsal hindbrain
Neurod2,0.0,13.5,Radial glia,Radial glia,RglDH2,Dorsal hindbrain
Neurod2,0.0,13.5,Radial glia,Radial glia,RglMBP,Midbrain basal plate
Neurod2,0.0,12.5,Radial glia,Radial glia,RglMFP,Midbrain floor plate
Neurod2,0.0,12.5,Radial glia,Radial glia,RglHFP,Hindbrain floor plate
Neurod2,0.0,13.0,Radial glia,Radial glia,RglHypFP,Hypothalamic floor-plate like
Neurod2,0.0,12.0,Radial glia,Radial glia,RglF1,Forebrain
Neurod2,0.0,17.0,Radial glia,Radial glia,RglF2,Forebrain
Neurod2,0.0,12.0,Radial glia,Radial glia,RglZLI,Zona limitans intrathalamica
Neurod2,0.00202020202020202,12.5,Radial glia,Radial glia,RglRP,Roof plate
Neurod2,0.0,12.5,Radial glia,Radial glia,RglCH2,Cortical hem
Neurod2,0.002881844380403458,8.0,Radial glia,Radial glia,RglACP,Anteromedial cerebral pole
Neurod2,0.0,14.5,Radial glia,Radial glia,RglF3,Forebrain
Neurod2,0.0,16.0,Radial glia,Radial glia,RglF5,Forebrain
Neurod2,0.0,17.0,Radial glia,Radial glia,RglF7,Forebrain
Neurod2,0.0,15.0,Radial glia,Radial glia,RglF8,Forebrain
Neurod2,0.007352941176470588,14.0,Radial glia,Radial glia,RglF9,Forebrain
Neurod2,0.0,12.5,Radial glia,Radial glia,RglF10,Forebrain
Neurod2,0.0035714285714285713,15.0,Radial glia,Radial glia,RglF11,Forebrain
Neurod2,0.07194244604316546,16.0,Radial glia,Radial glia,RglF13,Forebrain
Neurod2,0.007927519818799546,14.0,Radial glia,Radial glia,RglF14,Forebrain
Neurod2,0.016689847009735744,16.5,Radial glia,Radial glia,RglDD,Dorsal diencephalon
Neurod2,0.01251303441084463,17.5,Radial glia,Radial glia,RglH1,Mixed region
Neurod2,0.005763688760806916,15.5,Radial glia,Radial glia,RglM1,Midbrain
Neurod2,0.0017543859649122807,10.0,Radial glia,Radial glia,RglM2,Midbrain
Neurod2,0.0,15.0,Radial glia,Radial glia,RglM3,Midbrain
Neurod2,0.0,15.5,Radial glia,Radial glia,RglM4,Midbrain
Neurod2,0.0047169811320754715,14.0,Radial glia,Radial glia,RglH2,Mixed region
Neurod2,0.019943019943019943,16.0,Radial glia,Radial glia,RglH3,Hindbrain
Neurod2,0.0,10.0,Radial glia,Radial glia,RglH4,Hindbrain
Neurod2,0.016666666666666666,15.5,Radial glia,Radial glia,RglSC,Spinal cord
Neurod2,0.015463917525773196,13.0,Radial glia,Radial glia,RglEpen2,Ependymal-like
Neurod2,0.05555555555555555,17.0,Radial glia,Radial glia,RglEpen4,Ependymal-like
Neurod2,0.0,15.0,Radial glia,Radial glia,RglEpen5,Ependymal-like
Neurod2,0.0,14.5,Radial glia,Radial glia,RglHyp1,Hypothalamus
Neurod2,0.0,10.0,Radial glia,Radial glia,RglHyp2,Hypothalamus
Neurod2,0.0,14.5,Radial glia,Radial glia,RglHyp3,Hypothalamus
Neurod2,0.025,12.5,Radial glia,Radial glia,RglHyp4,Hypothalamus
Neurod2,0.0,14.0,Radial glia,Radial glia,RglMHB5,Late isthmic organizer
Neurod2,0.039473684210526314,15.5,Radial glia,Radial glia,RglMix1,Mixed region
Neurod2,0.0,17.5,Radial glia,Radial glia,RglH5,Hindbrain
Neurod2,0.029197080291970802,12.0,Radial glia,Radial glia,RglDH3,Dorsal hindbrain
Neurod2,0.02054794520547945,14.5,Radial glia,Radial glia,RglDH4,Dorsal hindbrain
Neurod2,0.02127659574468085,11.0,Radial glia,Radial glia,RglDE1,Diencephalon
Neurod2,0.11805555555555555,17.5,Radial glia,Radial glia,RglDE2,Diencephalon
Neurod2,0.06521739130434782,13.0,Radial glia,Radial glia,RglDERP1,Diencephalic roof plate
Neurod2,0.012658227848101266,12.0,Radial glia,Radial glia,RglDERP2,Diencephalic roof plate
Neurod2,0.05907172995780591,13.0,Glioblast,Glioblasts,GblM1,Midbrain
Neurod2,0.003745318352059925,12.5,Glioblast,Glioblasts,GblM3,Midbrain
Neurod2,0.014545454545454545,15.0,Glioblast,Glioblasts,GblF8,Forebrain
Neurod2,0.03333333333333333,12.5,Glioblast,Glioblasts,GblF9,Forebrain
Neurod2,0.002531645569620253,12.0,Glioblast,Glioblasts,GblF10,Forebrain
Neurod2,0.0,13.0,Glioblast,Glioblasts,GblF11,Forebrain
Neurod2,0.0035335689045936395,14.0,Glioblast,Glioblasts,GblF12,Forebrain
Neurod2,0.0,13.0,Glioblast,Glioblasts,GblMix1,Mixed region
Neurod2,0.0035650623885918,12.0,Glioblast,Glioblasts,GblH1,Hindbrain
Neurod2,0.0049382716049382715,14.5,Glioblast,Glioblasts,GblH2,Hindbrain
Neurod2,0.0,14.0,Glioblast,Glioblasts,GblH3,Hindbrain
Neurod2,0.011235955056179775,15.5,Glioblast,Glioblasts,GblH4,Hindbrain
Neurod2,0.05128205128205128,11.0,Glioblast,Glioblasts,GblH6,Hindbrain
Neurod2,0.008888888888888889,12.5,Glioblast,OPCs,PreOPC1,PreOPC
Neurod2,0.009868421052631578,12.0,Glioblast,OPCs,PreOPC2,PreOPC
Neurod2,0.0,13.5,Glioblast,OPCs,PreOPC3,PreOPC
